pag_pk,pag_fecha_planificada,pag_importe_planificado,pag_fecha_real,pag_importe_real,pag_confirmar,mon_pk,mon_nombre
139,11/22/2011 0:00,36356,11/22/2011 0:00,36356,NULL,1,Pesos
140,12/13/2011 0:00,72712,12/13/2011 0:00,72712,NULL,1,Pesos
141,12/20/2011 0:00,109068,12/20/2011 0:00,109068,NULL,1,Pesos
142,10/1/2012 0:00,145424,NULL,0,NULL,1,Pesos
143,11/22/2011 0:00,36356,11/22/2011 0:00,36356,NULL,1,Pesos
144,12/20/2011 0:00,72712,12/20/2011 0:00,72712,NULL,1,Pesos
145,12/21/2011 0:00,109068,12/21/2011 0:00,109068,NULL,1,Pesos
146,10/1/2012 0:00,145424,NULL,0,NULL,1,Pesos
132,11/22/2011 0:00,36356,11/22/2011 0:00,36356,NULL,1,Pesos
133,12/13/2011 0:00,72712,12/13/2011 0:00,72712,NULL,1,Pesos
136,12/20/2011 0:00,109068,12/20/2011 0:00,109068,NULL,1,Pesos
137,10/15/2012 0:00,145424,NULL,0,NULL,1,Pesos
131,11/22/2011 0:00,36356,11/22/2011 0:00,36356,NULL,1,Pesos
134,12/20/2011 0:00,72712,12/20/2011 0:00,72712,NULL,1,Pesos
135,12/21/2011 0:00,109068,12/21/2011 0:00,109068,NULL,1,Pesos
138,10/15/2012 0:00,145424,NULL,0,NULL,1,Pesos
54,5/9/2012 0:00,488952,6/7/2012 0:00,488952,NULL,1,Pesos
99,7/9/2012 0:00,1222380,10/22/2012 0:00,1222380,NULL,1,Pesos
100,8/9/2012 0:00,1222380,11/6/2012 0:00,1222380,NULL,1,Pesos
101,8/9/2012 0:00,1222380,12/12/2012 0:00,1222380,NULL,1,Pesos
102,9/10/2012 0:00,733428,12/12/2012 0:00,733428,NULL,1,Pesos
185,1/2/2012 0:00,328043.38,1/19/2012 0:00,328043.38,NULL,1,Pesos
186,3/5/2012 0:00,328043.38,8/20/2012 0:00,328043.38,NULL,1,Pesos
187,8/30/2012 0:00,656086.75,9/7/2012 0:00,656086.75,NULL,1,Pesos
476,9/28/2012 0:00,328043,10/11/2012 0:00,328043.38,NULL,1,Pesos
188,9/10/2012 0:00,117120,10/11/2012 0:00,117120,NULL,1,Pesos
189,9/10/2012 0:00,117120,10/18/2012 0:00,117120,NULL,1,Pesos
190,10/10/2012 0:00,117120,11/12/2012 0:00,117120,NULL,1,Pesos
202,10/10/2012 0:00,117120,12/14/2012 0:00,117120,NULL,1,Pesos
203,11/9/2012 0:00,117120,12/28/2012 0:00,117120,NULL,1,Pesos
204,12/10/2012 0:00,117120,3/4/2013 0:00,117120,NULL,1,Pesos
154,11/18/2011 0:00,310134,12/20/2011 0:00,310134,NULL,1,Pesos
206,12/23/2011 0:00,310134,12/20/2011 0:00,310134,NULL,1,Pesos
207,4/13/2012 0:00,620268,9/11/2012 0:00,620268,NULL,1,Pesos
208,6/13/2012 0:00,310134,1/24/2013 0:00,310134,NULL,1,Pesos
191,7/12/2012 0:00,117120,6/25/2012 0:00,166164,NULL,1,Pesos
209,8/13/2012 0:00,117120,8/6/2012 0:00,51240,NULL,1,Pesos
210,9/12/2012 0:00,117120,1/25/2013 0:00,24156,NULL,1,Pesos
211,10/12/2012 0:00,117120,1/25/2013 0:00,336720,NULL,1,Pesos
212,11/12/2012 0:00,117120,1/31/2013 0:00,51240,NULL,1,Pesos
213,12/12/2012 0:00,117120,12/31/2012 0:00,117120,NULL,1,Pesos
39,3/6/2012 0:00,5000,3/15/2012 0:00,2500,NULL,1,Pesos
13,2/10/2012 0:00,6100,2/10/2012 0:00,6100,NULL,1,Pesos
14,3/16/2012 0:00,12200,4/30/2012 0:00,12200,NULL,1,Pesos
15,8/1/2012 0:00,18300,8/28/2012 0:00,18300,NULL,1,Pesos
16,8/1/2012 0:00,18300,10/18/2012 0:00,18300,NULL,1,Pesos
17,9/26/2012 0:00,6100,12/18/2012 0:00,6100,NULL,1,Pesos
10,12/28/2011 0:00,100000,12/28/2011 0:00,100000,NULL,1,Pesos
55,7/6/2012 0:00,150000,8/17/2012 0:00,150000,NULL,1,Pesos
56,9/6/2012 0:00,600000,12/4/2012 0:00,600000,NULL,1,Pesos
57,11/5/2012 0:00,600000,12/19/2012 0:00,600000,NULL,1,Pesos
58,12/4/2012 0:00,150000,12/20/2012 0:00,150000,NULL,1,Pesos
405,5/31/2013 0:00,44700,3/26/2013 0:00,44676.4,NULL,1,Pesos
406,7/31/2013 0:00,0,NULL,0,NULL,1,Pesos
407,10/31/2013 0:00,0,NULL,0,NULL,1,Pesos
408,10/31/2013 0:00,0,NULL,0,NULL,1,Pesos
409,11/29/2013 0:00,0,NULL,0,NULL,1,Pesos
410,4/30/2013 0:00,84882,7/8/2013 0:00,84882,NULL,1,Pesos
411,8/30/2013 0:00,97588,10/28/2013 0:00,97588,NULL,1,Pesos
412,11/11/2013 0:00,97588,11/22/2013 0:00,97588,NULL,1,Pesos
413,1/31/2013 0:00,375760,1/31/2013 0:00,375760,NULL,1,Pesos
414,2/28/2013 0:00,225456,2/28/2013 0:00,225456,NULL,1,Pesos
415,3/29/2013 0:00,148840,3/29/2013 0:00,148840,NULL,1,Pesos
416,4/30/2013 0:00,148840,4/30/2013 0:00,148840,NULL,1,Pesos
417,5/31/2013 0:00,148840,5/30/2013 0:00,148840,NULL,1,Pesos
418,6/28/2013 0:00,148840,6/28/2013 0:00,148840,NULL,1,Pesos
419,7/31/2013 0:00,148840,7/25/2013 0:00,148840,NULL,1,Pesos
420,8/30/2013 0:00,148840,8/29/2013 0:00,148840,NULL,1,Pesos
421,9/30/2013 0:00,148840,9/26/2013 0:00,148840,NULL,1,Pesos
422,10/31/2013 0:00,148840,10/30/2013 0:00,148840,NULL,1,Pesos
423,11/29/2013 0:00,148840,11/22/2013 0:00,148840,NULL,1,Pesos
424,12/31/2013 0:00,148840,12/27/2013 0:00,148840,NULL,1,Pesos
157,9/17/2012 0:00,803929,12/3/2012 0:00,803929,NULL,1,Pesos
158,8/24/2012 0:00,696747,12/18/2012 0:00,696747,NULL,1,Pesos
159,8/20/2012 0:00,276940,12/3/2012 0:00,276940,NULL,1,Pesos
160,6/11/2012 0:00,1238280,10/23/2012 0:00,1238280,NULL,1,Pesos
161,7/16/2012 0:00,512650,10/23/2012 0:00,512650,NULL,1,Pesos
162,7/20/2012 0:00,512650,10/23/2012 0:00,512650,NULL,1,Pesos
163,7/20/2012 0:00,512650,10/23/2012 0:00,512650,NULL,1,Pesos
164,9/3/2012 0:00,747440,11/15/2012 0:00,747440,NULL,1,Pesos
241,9/3/2012 0:00,649496,11/15/2012 0:00,649496,NULL,1,Pesos
249,9/12/2012 0:00,649496,11/15/2012 0:00,649496,NULL,1,Pesos
242,10/3/2012 0:00,259798,11/15/2012 0:00,259798,NULL,1,Pesos
243,10/12/2012 0:00,259798,11/15/2012 0:00,259798,NULL,1,Pesos
244,10/12/2012 0:00,259798,11/15/2012 0:00,1440445,NULL,1,Pesos
245,10/19/2012 0:00,259798,12/21/2012 0:00,259798,NULL,1,Pesos
246,11/1/2012 0:00,178827,12/21/2012 0:00,178827,NULL,1,Pesos
247,11/5/2012 0:00,178827,12/21/2012 0:00,178827,NULL,1,Pesos
250,11/22/2012 0:00,178827,12/21/2012 0:00,178827,NULL,1,Pesos
248,12/12/2012 0:00,470129,12/21/2012 0:00,470129,NULL,1,Pesos
275,12/31/2012 0:00,515770,3/8/2013 0:00,515770,NULL,1,Pesos
276,1/31/2013 0:00,515770,5/9/2013 0:00,515770,NULL,1,Pesos
277,3/5/2013 0:00,515770,5/16/2013 0:00,515770,NULL,1,Pesos
278,1/25/2013 0:00,257885,8/12/2013 0:00,257885,NULL,1,Pesos
279,4/29/2013 0:00,257885,6/12/2013 0:00,257885,NULL,1,Pesos
280,4/29/2013 0:00,515770,6/12/2013 0:00,515770,NULL,1,Pesos
281,3/31/2014 0:00,1547309,5/21/2014 0:00,1547309,NULL,1,Pesos
282,3/31/2014 0:00,1031539,5/21/2014 0:00,1031539,NULL,1,Pesos
566,1/31/2013 0:00,294539,1/31/2013 0:00,294539,NULL,1,Pesos
567,2/28/2013 0:00,581526,6/17/2013 0:00,581526,NULL,1,Pesos
568,3/31/2013 0:00,336077,6/12/2013 0:00,362274,NULL,1,Pesos
569,3/30/2013 0:00,459628,4/25/2013 0:00,459628,NULL,1,Pesos
570,5/31/2013 0:00,336077,6/1/2013 0:00,340620,NULL,1,Pesos
571,6/30/2013 0:00,336077,7/10/2013 0:00,377142,NULL,1,Pesos
572,12/31/2012 0:00,130631,12/31/2012 0:00,130631,NULL,1,Pesos
1091,6/17/2014 0:00,1266335,6/17/2014 0:00,1266335,NULL,1,Pesos
125,11/23/2012 0:00,25205,11/23/2012 0:00,25205,1,1,Pesos
427,12/28/2012 0:00,25205,12/28/2012 0:00,25205,1,1,Pesos
428,5/10/2013 0:00,17644,5/10/2013 0:00,17644,1,1,Pesos
429,6/21/2013 0:00,17644,6/21/2013 0:00,17644,1,1,Pesos
430,7/26/2013 0:00,40328,7/26/2013 0:00,40328,1,1,Pesos
1012,6/30/2014 0:00,81211,NULL,0,NULL,1,Pesos
1013,7/31/2014 0:00,81211,NULL,0,NULL,1,Pesos
1014,8/29/2014 0:00,81211,8/29/2014 0:00,94746,1,1,Pesos
1015,9/30/2014 0:00,81211,NULL,0,NULL,1,Pesos
1016,10/31/2014 0:00,81211,NULL,0,NULL,1,Pesos
1017,11/28/2014 0:00,81211,12/31/2014 0:00,378984,1,1,Pesos
1018,12/31/2014 0:00,81211,2/20/2015 0:00,94746,1,1,Pesos
192,6/22/2012 0:00,311283,6/29/2012 0:00,311283,NULL,1,Pesos
194,9/18/2012 0:00,311283,9/12/2012 0:00,311283,NULL,1,Pesos
195,11/12/2012 0:00,622566,1/24/2013 0:00,622566,NULL,1,Pesos
196,12/21/2012 0:00,311283,12/21/2012 0:00,311283,NULL,1,Pesos
193,2/11/2013 0:00,122000,12/31/2012 0:00,122000,NULL,1,Pesos
197,3/11/2013 0:00,122000,1/31/2013 0:00,122000,NULL,1,Pesos
198,4/15/2013 0:00,122000,2/28/2013 0:00,122000,NULL,1,Pesos
199,5/17/2013 0:00,122000,3/29/2013 0:00,122000,NULL,1,Pesos
200,6/17/2013 0:00,122000,4/30/2013 0:00,122000,NULL,1,Pesos
201,7/22/2013 0:00,122000,6/18/2013 0:00,122000,NULL,1,Pesos
86,2/9/2012 0:00,375000,2/16/2012 0:00,931700,NULL,1,Pesos
87,3/8/2012 0:00,375000,3/27/2012 0:00,453130,NULL,1,Pesos
88,4/12/2012 0:00,375000,4/10/2012 0:00,453660,NULL,1,Pesos
89,5/11/2012 0:00,375000,5/3/2012 0:00,453660,NULL,1,Pesos
90,6/7/2012 0:00,375000,6/11/2012 0:00,207850,NULL,1,Pesos
91,7/12/2012 0:00,375000,NULL,0,NULL,1,Pesos
92,8/9/2012 0:00,250000,NULL,0,NULL,1,Pesos
93,7/12/2012 0:00,454000,7/3/2012 0:00,453660,NULL,1,Pesos
94,8/9/2012 0:00,454000,8/6/2012 0:00,469632,NULL,1,Pesos
95,9/17/2012 0:00,454000,9/5/2012 0:00,469632,NULL,1,Pesos
96,10/15/2012 0:00,454000,10/3/2012 0:00,472632,NULL,1,Pesos
97,6/7/2012 0:00,230000,6/11/2012 0:00,245280,NULL,1,Pesos
98,11/12/2012 0:00,454000,11/9/2012 0:00,455540,NULL,1,Pesos
166,12/10/2012 0:00,550000,NULL,0,NULL,1,Pesos
167,12/31/2012 0:00,470000,NULL,0,NULL,1,Pesos
170,1/1/2012 0:00,0,NULL,0,NULL,1,Pesos
168,12/31/2012 0:00,569013,4/1/2013 0:00,661077,NULL,1,Pesos
267,10/12/2012 0:00,216004.78,1/16/2013 0:00,543934,NULL,1,Pesos
312,2/12/2010 0:00,609926,11/26/2012 0:00,192634,NULL,1,Pesos
169,12/31/2012 0:00,228970,9/20/2013 0:00,228970,NULL,1,Pesos
709,12/20/2013 0:00,228970,12/19/2013 0:00,228970,NULL,1,Pesos
182,10/31/2012 0:00,3000,NULL,0,NULL,1,Pesos
261,11/15/2012 0:00,265834,10/26/2012 0:00,265834,NULL,1,Pesos
252,11/15/2012 0:00,153176,1/11/2013 0:00,153176,NULL,1,Pesos
251,11/15/2012 0:00,388259,10/26/2012 0:00,388259,NULL,1,Pesos
253,12/14/2012 0:00,606883,10/26/2012 0:00,606883,NULL,1,Pesos
124,6/21/2012 0:00,373061,6/21/2012 0:00,373061,NULL,1,Pesos
254,12/14/2012 0:00,153473,10/26/2012 0:00,153473,NULL,1,Pesos
266,11/12/2012 0:00,678228,12/21/2012 0:00,678228,NULL,1,Pesos
401,9/30/2013 0:00,806133,12/27/2013 0:00,806133,NULL,1,Pesos
402,9/30/2013 0:00,806133,11/19/2013 0:00,806133,NULL,1,Pesos
403,11/29/2013 0:00,582428,12/27/2013 0:00,641865,NULL,1,Pesos
404,11/29/2013 0:00,582428,12/27/2013 0:00,641865,NULL,1,Pesos
517,5/30/2013 0:00,17568,5/30/2013 0:00,17568,NULL,1,Pesos
518,6/28/2013 0:00,158112,11/19/2013 0:00,158112,NULL,1,Pesos
519,12/20/2013 0:00,570960,10/16/2013 0:00,653328,NULL,1,Pesos
520,7/1/2013 0:00,941022,11/19/2013 0:00,941022,NULL,1,Pesos
521,9/13/2013 0:00,178315,11/19/2013 0:00,178315,NULL,1,Pesos
522,9/30/2013 0:00,582428,12/27/2013 0:00,641865,NULL,1,Pesos
523,9/13/2013 0:00,126880,8/21/2013 0:00,126880,NULL,1,Pesos
670,10/30/2013 0:00,73854,11/19/2013 0:00,73854,NULL,1,Pesos
671,12/31/2013 0:00,516146,NULL,0,NULL,1,Pesos
262,7/31/2012 0:00,946957.9,7/31/2012 0:00,946957.9,NULL,1,Pesos
263,10/30/2012 0:00,874866.7,10/30/2012 0:00,874866.7,NULL,1,Pesos
300,11/2/2012 0:00,764755.3,12/13/2012 0:00,764755.3,NULL,1,Pesos
339,12/3/2012 0:00,602433.06,12/13/2012 0:00,602433.06,NULL,1,Pesos
264,4/30/2012 0:00,557525.44,12/13/2012 0:00,557525.44,NULL,1,Pesos
155,7/26/2012 0:00,263511,7/26/2012 0:00,263511,1,1,Pesos
156,8/27/2012 0:00,263512,8/27/2012 0:00,263512,1,1,Pesos
104,2/12/2010 0:00,42498.7,3/6/2012 0:00,8172.78,NULL,1,Pesos
105,2/12/2010 0:00,0,4/13/2012 0:00,34325.92,NULL,1,Pesos
103,7/5/2012 0:00,49036,7/5/2012 0:00,86630,NULL,1,Pesos
165,2/12/2010 0:00,420000,12/30/2011 0:00,420000,NULL,1,Pesos
259,10/2/2012 0:00,90054,10/9/2012 0:00,90054,NULL,1,Pesos
1320,6/24/2014 0:00,629071,6/24/2014 0:00,629071,1,1,Pesos
1321,6/30/2015 0:00,629071,12/15/2014 0:00,629071,1,1,Pesos
524,7/19/2013 0:00,102992,6/28/2013 0:00,102992,NULL,1,Pesos
693,10/1/2013 0:00,27791,10/1/2013 0:00,27791,NULL,1,Pesos
694,11/1/2013 0:00,27791,11/1/2013 0:00,27791,NULL,1,Pesos
695,12/2/2013 0:00,27791,12/2/2013 0:00,27791,NULL,1,Pesos
283,5/2/2013 0:00,2220742,6/14/2013 0:00,2220742,NULL,1,Pesos
284,9/13/2013 0:00,288408,9/13/2013 0:00,288408,NULL,1,Pesos
285,12/13/2013 0:00,288408,12/31/2013 0:00,288408,NULL,1,Pesos
286,3/13/2014 0:00,288408,5/6/2014 0:00,288408,NULL,1,Pesos
287,6/13/2014 0:00,288408,7/15/2014 0:00,288408,NULL,1,Pesos
288,8/5/2013 0:00,144204,12/31/2013 0:00,144204,NULL,1,Pesos
289,11/4/2013 0:00,144204,3/17/2014 0:00,144204,NULL,1,Pesos
290,2/3/2014 0:00,144204,6/17/2014 0:00,144204,NULL,1,Pesos
291,5/5/2014 0:00,144204,8/18/2014 0:00,144204,NULL,1,Pesos
292,5/1/2013 0:00,230726,5/1/2013 0:00,230726,NULL,1,Pesos
293,8/1/2013 0:00,230726,8/1/2013 0:00,230726,NULL,1,Pesos
294,2/3/2014 0:00,230726,12/31/2013 0:00,230726,NULL,1,Pesos
295,5/5/2014 0:00,230726,3/17/2014 0:00,230729,NULL,1,Pesos
296,8/4/2014 0:00,230726,5/28/2014 0:00,230726,NULL,1,Pesos
297,11/3/2014 0:00,230726,9/3/2014 0:00,230726,NULL,1,Pesos
298,2/2/2015 0:00,230726,NULL,0,NULL,1,Pesos
299,5/4/2015 0:00,230726,NULL,0,NULL,1,Pesos
1039,5/2/2014 0:00,1100000,5/23/2014 0:00,407256,NULL,1,Pesos
1040,5/2/2014 0:00,400000,5/28/2014 0:00,355783,NULL,1,Pesos
345,12/21/2012 0:00,196000,12/31/2012 0:00,192906,NULL,1,Pesos
573,7/31/2013 0:00,733998.4,NULL,0,NULL,1,Pesos
574,9/30/2013 0:00,733998.4,NULL,0,NULL,1,Pesos
575,9/30/2013 0:00,733998.4,NULL,0,NULL,1,Pesos
576,7/31/2013 0:00,366999.2,NULL,0,NULL,1,Pesos
577,11/18/2013 0:00,366999.2,NULL,0,NULL,1,Pesos
578,11/4/2013 0:00,733998.4,NULL,0,NULL,1,Pesos
579,4/30/2014 0:00,2201995.2,NULL,0,NULL,1,Pesos
580,11/15/2013 0:00,1467996.8,NULL,0,NULL,1,Pesos
581,7/31/2013 0:00,213352,5/21/2014 0:00,116352,NULL,1,Pesos
582,8/30/2013 0:00,213352,5/21/2014 0:00,206024,NULL,1,Pesos
583,9/30/2013 0:00,213352,5/21/2014 0:00,228020,NULL,1,Pesos
584,10/31/2013 0:00,213352,NULL,0,NULL,1,Pesos
585,11/29/2013 0:00,213352,NULL,0,NULL,1,Pesos
490,4/30/2013 0:00,1413312,4/30/2013 0:00,1413312,NULL,1,Pesos
491,5/30/2013 0:00,942208,5/30/2013 0:00,942208,NULL,1,Pesos
492,7/31/2013 0:00,9591,7/31/2013 0:00,9591,NULL,1,Pesos
586,7/31/2013 0:00,130540,9/5/2013 0:00,130540,NULL,1,Pesos
376,2/28/2013 0:00,170958.6,2/28/2013 0:00,170958.6,NULL,1,Pesos
377,4/30/2013 0:00,124019,4/30/2013 0:00,124019,NULL,1,Pesos
378,6/30/2013 0:00,170958.6,7/3/2013 0:00,174911.4,NULL,1,Pesos
379,8/31/2013 0:00,591931,8/22/2013 0:00,528969,NULL,1,Pesos
380,10/31/2013 0:00,158112,10/31/2013 0:00,491938.34,NULL,1,Pesos
381,12/31/2013 0:00,158112,12/27/2013 0:00,173392.44,NULL,1,Pesos
382,2/28/2013 0:00,22728,2/28/2013 0:00,22728,NULL,1,Pesos
383,4/30/2013 0:00,62256.6,4/30/2013 0:00,62256.6,NULL,1,Pesos
384,6/30/2013 0:00,454572,7/3/2013 0:00,627507,NULL,1,Pesos
385,8/31/2013 0:00,529675.2,8/30/2013 0:00,334840,NULL,1,Pesos
386,10/31/2013 0:00,238168,10/31/2013 0:00,206861,NULL,1,Pesos
387,12/31/2013 0:00,79056,12/27/2013 0:00,295787.1,NULL,1,Pesos
388,2/28/2013 0:00,45325.44,2/28/2013 0:00,45325.44,NULL,1,Pesos
389,4/30/2013 0:00,0,NULL,0,NULL,1,Pesos
390,6/30/2013 0:00,56656.8,NULL,0,NULL,1,Pesos
391,8/31/2013 0:00,849852,8/30/2013 0:00,166600,NULL,1,Pesos
392,10/31/2013 0:00,747408.6,10/31/2013 0:00,295019.62,NULL,1,Pesos
393,12/31/2013 0:00,226627.2,12/27/2013 0:00,263148.53,NULL,1,Pesos
394,2/28/2013 0:00,80439.48,2/28/2013 0:00,80439.48,NULL,1,Pesos
395,4/30/2013 0:00,318467.22,4/30/2013 0:00,318467.22,NULL,1,Pesos
396,6/30/2013 0:00,35100.86,7/3/2013 0:00,20475.5,NULL,1,Pesos
397,8/31/2013 0:00,365634,8/30/2013 0:00,600665,NULL,1,Pesos
398,10/31/2013 0:00,29250.72,10/31/2013 0:00,57539.55,NULL,1,Pesos
399,12/31/2013 0:00,29250.72,11/29/2013 0:00,395497.97,NULL,1,Pesos
364,2/28/2013 0:00,0,NULL,0,NULL,1,Pesos
365,4/30/2013 0:00,8715,4/30/2013 0:00,8715,NULL,1,Pesos
366,6/30/2013 0:00,1513.58,7/3/2013 0:00,1513.58,NULL,1,Pesos
367,8/31/2013 0:00,29111,NULL,0,NULL,1,Pesos
368,10/31/2013 0:00,29111,NULL,0,NULL,1,Pesos
369,12/31/2013 0:00,0,NULL,0,NULL,1,Pesos
358,2/28/2013 0:00,414385,2/28/2013 0:00,414385,NULL,1,Pesos
359,4/30/2013 0:00,71772,4/30/2013 0:00,75563,NULL,1,Pesos
360,6/30/2013 0:00,195004.4,7/3/2013 0:00,174839,NULL,1,Pesos
361,8/31/2013 0:00,755643,8/30/2013 0:00,389777,NULL,1,Pesos
362,10/31/2013 0:00,182441,10/31/2013 0:00,891347.2,NULL,1,Pesos
363,12/31/2013 0:00,182441,12/27/2013 0:00,856876.1,NULL,1,Pesos
352,2/28/2013 0:00,0,NULL,0,NULL,1,Pesos
353,4/30/2013 0:00,0,NULL,0,NULL,1,Pesos
354,6/30/2013 0:00,4260,7/3/2013 0:00,4260,NULL,1,Pesos
355,8/31/2013 0:00,74550,NULL,0,NULL,1,Pesos
356,10/31/2013 0:00,0,NULL,0,NULL,1,Pesos
357,12/31/2013 0:00,0,NULL,0,NULL,1,Pesos
425,2/28/2013 0:00,146340,3/22/2013 0:00,146340,NULL,1,Pesos
426,3/29/2013 0:00,124659,7/31/2013 0:00,124659,NULL,1,Pesos
443,2/8/2013 0:00,1243693,2/4/2013 0:00,1478170,NULL,1,Pesos
444,3/8/2013 0:00,768700,3/22/2013 0:00,605005,NULL,1,Pesos
445,4/5/2013 0:00,726700,4/4/2013 0:00,472980,NULL,1,Pesos
446,5/3/2013 0:00,726700,5/7/2013 0:00,507275,NULL,1,Pesos
447,6/7/2013 0:00,726700,6/4/2013 0:00,472980,NULL,1,Pesos
600,7/8/2013 0:00,0,7/3/2013 0:00,564460,NULL,1,Pesos
601,8/5/2013 0:00,0,9/16/2013 0:00,68355,NULL,1,Pesos
448,4/30/2013 0:00,44720,10/2/2013 0:00,44720,NULL,1,Pesos
449,6/28/2013 0:00,44720,10/2/2013 0:00,44720,NULL,1,Pesos
450,8/30/2013 0:00,89440,7/3/2013 0:00,89440,NULL,1,Pesos
451,10/31/2013 0:00,89440,10/2/2013 0:00,89440,NULL,1,Pesos
628,9/5/2013 0:00,815000,9/16/2013 0:00,969085,NULL,1,Pesos
629,10/3/2013 0:00,480000,10/2/2013 0:00,381500,NULL,1,Pesos
630,10/31/2013 0:00,480000,11/1/2013 0:00,472980,NULL,1,Pesos
631,12/5/2013 0:00,480000,12/3/2013 0:00,472980,NULL,1,Pesos
632,12/31/2013 0:00,480000,12/19/2013 0:00,472980,NULL,1,Pesos
454,1/1/2013 0:00,0,NULL,0,NULL,1,Pesos
484,3/8/2013 0:00,1464954,3/31/2013 0:00,483603,NULL,1,Pesos
485,4/30/2013 0:00,1464954,4/30/2013 0:00,624514,NULL,1,Pesos
486,6/28/2013 0:00,1464954,6/30/2013 0:00,1112625,NULL,1,Pesos
487,7/31/2013 0:00,496003,7/31/2013 0:00,403566,NULL,1,Pesos
488,8/30/2013 0:00,683603,9/2/2013 0:00,197274,NULL,1,Pesos
489,9/30/2013 0:00,519563,9/30/2013 0:00,308875,NULL,1,Pesos
683,10/31/2013 0:00,682004,11/25/2013 0:00,329166,NULL,1,Pesos
716,11/30/2013 0:00,558004,12/5/2013 0:00,176983,NULL,1,Pesos
717,12/31/2013 0:00,310002,1/3/2014 0:00,150041,NULL,1,Pesos
679,11/15/2013 0:00,143000,12/1/2013 0:00,143000,NULL,1,Pesos
680,11/15/2013 0:00,143000,12/1/2013 0:00,143000,NULL,1,Pesos
431,1/31/2013 0:00,592493,3/1/2013 0:00,592493,NULL,1,Pesos
432,2/28/2013 0:00,287423,4/2/2013 0:00,287423,NULL,1,Pesos
433,3/31/2013 0:00,355179,4/16/2013 0:00,355179,NULL,1,Pesos
434,4/30/2013 0:00,620905,5/10/2013 0:00,620905,NULL,1,Pesos
435,5/30/2013 0:00,515258,6/17/2013 0:00,515258,NULL,1,Pesos
436,6/30/2013 0:00,487609,7/11/2013 0:00,487609,NULL,1,Pesos
437,7/31/2013 0:00,360000,7/24/2013 0:00,385873,NULL,1,Pesos
438,8/31/2013 0:00,300000,9/27/2013 0:00,214864,NULL,1,Pesos
439,9/30/2013 0:00,300000,9/27/2013 0:00,308700,NULL,1,Pesos
440,10/31/2013 0:00,300000,10/23/2013 0:00,275871,NULL,1,Pesos
441,11/30/2013 0:00,300300,11/25/2013 0:00,195964,NULL,1,Pesos
442,12/31/2013 0:00,370410,1/3/2014 0:00,1109578,NULL,1,Pesos
467,1/31/2013 0:00,42511,3/28/2013 0:00,42511,NULL,1,Pesos
468,2/28/2013 0:00,42511,3/28/2013 0:00,42511,NULL,1,Pesos
469,3/28/2013 0:00,42511,3/28/2013 0:00,42511,NULL,1,Pesos
470,4/30/2013 0:00,42511,4/30/2013 0:00,42511,NULL,1,Pesos
627,5/30/2013 0:00,42511,5/30/2013 0:00,42511,NULL,1,Pesos
666,6/30/2013 0:00,42511,6/27/2013 0:00,42511,NULL,1,Pesos
471,1/31/2013 0:00,1289454.6,5/15/2013 0:00,1289454.6,NULL,1,Pesos
472,5/31/2013 0:00,1289000,11/28/2013 0:00,1289000,NULL,1,Pesos
626,9/30/2013 0:00,408160,9/30/2013 0:00,408160,NULL,1,Pesos
615,7/1/2013 0:00,527738,NULL,0,NULL,1,Pesos
616,7/15/2013 0:00,791606,NULL,0,NULL,1,Pesos
617,8/1/2013 0:00,263869,NULL,0,NULL,1,Pesos
618,9/1/2013 0:00,1055475,NULL,0,NULL,1,Pesos
619,10/1/2013 0:00,1055475,NULL,0,NULL,1,Pesos
620,12/15/2013 0:00,527738,NULL,0,NULL,1,Pesos
621,2/1/2014 0:00,263869,NULL,0,NULL,1,Pesos
622,2/15/2014 0:00,263869,NULL,0,NULL,1,Pesos
623,4/1/2014 0:00,263869,NULL,0,NULL,1,Pesos
624,4/1/2014 0:00,263869,NULL,0,NULL,1,Pesos
721,12/31/2013 0:00,217025.02,12/31/2013 0:00,217025.02,NULL,1,Pesos
625,11/15/2013 0:00,543541.75,10/31/2013 0:00,543542,NULL,1,Pesos
667,10/7/2013 0:00,529422.7,10/4/2013 0:00,529422,NULL,1,Pesos
668,10/7/2013 0:00,494246.4,10/4/2013 0:00,494247,NULL,1,Pesos
684,7/1/2013 0:00,256444,7/1/2013 0:00,256444,NULL,1,Pesos
692,12/31/2013 0:00,426636,12/27/2013 0:00,360144,NULL,1,Pesos
922,12/31/2013 0:00,22204,12/31/2013 0:00,22204,1,1,Pesos
923,1/31/2014 0:00,22204,1/31/2014 0:00,22204,1,1,Pesos
924,2/28/2014 0:00,22204,2/28/2014 0:00,22204,1,1,Pesos
925,3/31/2014 0:00,22204,3/31/2014 0:00,22204,1,1,Pesos
926,4/30/2014 0:00,22204,4/30/2014 0:00,22204,1,1,Pesos
927,5/30/2014 0:00,22204,5/30/2014 0:00,22204,1,1,Pesos
929,7/31/2014 0:00,23314,7/31/2014 0:00,23314,1,1,Pesos
931,9/30/2014 0:00,23314,9/30/2014 0:00,23314,1,1,Pesos
932,10/31/2014 0:00,23314,10/31/2014 0:00,23314,1,1,Pesos
933,11/28/2014 0:00,23314,11/28/2014 0:00,23314,1,1,Pesos
934,12/31/2014 0:00,23314,12/31/2014 0:00,23314,1,1,Pesos
935,1/30/2015 0:00,24480,1/30/2015 0:00,24480,1,1,Pesos
936,2/27/2015 0:00,24480,2/27/2015 0:00,24480,1,1,Pesos
